site	brand	banner_key	phash	src	landing_url	width	height	first_seen_ts_utc	last_seen_ts_utc	first_seen_date	last_seen_date	days_seen	times_seen	screenshot_path	notes	is_ad	ad_score	ad_reason	ad_id
news.mn	Facebook	news.mn:000eba54d259f00d	b54a075872731f9c	https://news.mn/wp-content/uploads/2025/10/News.mn-banner-copy-scaled.jpg	https://www.facebook.com/share/p/1BtjnPoPei/	970	142	2025-10-10T07:18:15+00:00	2025-10-13T01:06:48+00:00	2025-10-10	2025-10-13	2	14	C:\Scraper\banner_screenshots\2025-10-10\news_1760080649_5_027cd764.png	video_poster	1	9	large,std_size,ad_host/path,external_click,ad_word	000eba54d259f00d
news.mn	khanbank	news.mn:fb108df0dfb12701	90961aea7d3bc685	https://news.mn/wp-content/uploads/2025/09/2.-News-copy.jpg	https://www.khanbank.com/personal/news/intelligence/7657/	299	249	2025-10-10T07:18:15+00:00	2025-10-27T06:08:49+00:00	2025-10-10	2025-10-27	10	36	C:\Scraper\banner_screenshots\2025-10-10\news_1760080650_19_a319ba97.png	video_poster	1	6	large,std_size,external_click,ad_word	fb108df0dfb12701
news.mn	tdbm	news.mn:cfbac7875430079f	cb8a798794b4a5e1	https://news.mn/wp-content/uploads/2025/09/britto-News.mn-300x245-1.jpg	https://www.tdbm.mn/mn/news/brittobeleg	299	244	2025-10-10T07:18:15+00:00	2025-11-19T04:27:01+00:00	2025-10-10	2025-11-19	22	58	C:\Scraper\banner_screenshots\2025-10-10\news_1760080651_62_d480f558.png	video_poster	1	6	large,std_size,external_click,ad_word	cfbac7875430079f
news.mn	koreanair	news.mn:c91d416d34f4ef8c	8ffcf001670f981e	https://news.mn/wp-content/uploads/2025/04/250429_SELCXA-ULNSM-웹-배너_1920x280px.jpg	https://www.koreanair.com/	970	141	2025-10-10T07:18:15+00:00	2025-11-19T04:21:17+00:00	2025-10-10	2025-11-19	22	56	C:\Scraper\banner_screenshots\2025-10-10\news_1760080659_6_5d66d2ef.png	video_poster	1	6	large,std_size,external_click,ad_word	c91d416d34f4ef8c
news.mn	golomtbank	news.mn:adcb22788cc42717	d4606ebf50e00f9d	https://news.mn/wp-content/uploads/2025/09/300-250-1.png	https://www.golomtbank.com/%D1%85%D0%B0%D0%B4%D0%B3%D0%B0%D0%BB%D0%B0%D0%BC%D0%B6%D1%82%D0%B0%D0%B9-%D0%B0%D1%8F%D0%BB%D0%B0%D0%BB-1-3	299	249	2025-10-10T07:18:15+00:00	2025-10-27T06:08:49+00:00	2025-10-10	2025-10-27	10	34	C:\Scraper\banner_screenshots\2025-10-10\news_1760080659_20_882d8764.png	video_poster	1	6	large,std_size,external_click,ad_word	adcb22788cc42717
news.mn	mn	news.mn:ec884f0f30459f17	e42963362cc93b5e	https://news.mn/wp-content/uploads/2025/10/news-APT.jpg	https://news.mn/#	299	244	2025-10-10T07:18:15+00:00	2025-10-27T06:08:49+00:00	2025-10-10	2025-10-27	10	37	C:\Scraper\banner_screenshots\2025-10-10\news_1760080660_63_a5e6d8af.png	video_poster	1	4	large,std_size,ad_word	ec884f0f30459f17
news.mn	khanbank	news.mn:c8433cc435c72e1a	82a563ce7d16781b	https://news.mn/wp-content/uploads/2025/10/2.-News-copy.jpg	https://www.khanbank.com/personal/news/intelligence/7719/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExUVIxWXpUS1BzN0ZKazV2VgEez-kHbFeNbjSn0eGOkDsapuYRMlsOBPPLT9ZyNtn-whQeUttGL-SjQF3q6lA_aem_KpzcYpYpcIqXK05RXNLZcw	299	249	2025-10-10T07:18:15+00:00	2025-11-12T05:47:59+00:00	2025-10-10	2025-11-12	18	50	C:\Scraper\banner_screenshots\2025-10-10\news_1760080676_21_3e6134cc.png	video_poster	1	6	large,std_size,external_click,ad_word	c8433cc435c72e1a
bolor-toli.com	banner	bolor-toli.com:2e2260f37b2a8884	8aa98e3e2997319b	https://banner.bolor.net/files/39/176000355613.png	https://banner.bolor.net/pub/jump?t=9d7e5e05b41a98fae00c9c5dd2374b6c	1600	579	2025-10-10T07:18:45+00:00	2025-10-27T06:09:06+00:00	2025-10-10	2025-10-27	10	29	C:\Scraper\banner_screenshots\2025-10-10\bolortoli_1760080692_0_768ad86f.png	onpage	1	6	large,ad_host/path,external_click	2e2260f37b2a8884
bolor-toli.com	banner	bolor-toli.com:6a6c12659c196190	ad374a62e18d9d86	https://banner.bolor.net/files/37/175946518913.png	https://banner.bolor.net/pub/jump?t=2b2e518b872b6c6503324cb4eb3ff3b1	1600	579	2025-10-10T07:18:46+00:00	2025-10-17T03:48:52+00:00	2025-10-10	2025-10-17	5	17	C:\Scraper\banner_screenshots\2025-10-10\bolortoli_1760080700_0_56ee9faf.png	onpage	1	6	large,ad_host/path,external_click	6a6c12659c196190
gogo.mn	gogo	gogo.mn:d18061e430912938	cdb6b1bb6841e4c8	https://edge.boost.mn/67e3d390bbe407d318e482f1/creative_converted/2b62cea9-f6f6-473f-a714-9558d3c805ed/68e61b64d45433074edd6424_compressed.webp	https://gogo.mn	1100	483	2025-10-10T07:19:17+00:00	2025-10-23T04:14:46+00:00	2025-10-10	2025-10-23	8	18	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760080650_26_05c3810b.png	onpage	1	4	large,ad_host/path	d18061e430912938
gogo.mn	gogo	gogo.mn:73a6643142684fe9	c1f37e948183856f	https://exchange.boost.mn/ad/web/7dbe8f1f-2042-4ec2-a583-ae72994d07d4?config=eyJvZmZzZXQiOjIsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://gogo.mn	263	270	2025-10-10T07:19:17+00:00	2025-11-19T04:27:52+00:00	2025-10-10	2025-11-19	22	58	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760080651_35_020787f6.png	iframe	1	9	iframe,large,std_size,ad_host/path,ad_word	73a6643142684fe9
gogo.mn	gogo	gogo.mn:f714603e366b85e3	b3cc33cc33cc338c	https://exchange.boost.mn/ad/web/0dd86156-4bad-4edb-b3d3-899fccc948ff?config=eyJvZmZzZXQiOjcsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://gogo.mn	690	245	2025-10-10T07:19:17+00:00	2025-10-27T06:10:34+00:00	2025-10-10	2025-10-27	10	31	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760080653_140_e2d53d38.png	iframe	1	7	iframe,large,ad_host/path,ad_word	f714603e366b85e3
gogo.mn	gogo	gogo.mn:605d399a27522e55	8000000000000000	https://exchange.boost.mn/ad/web/e0118a9c-8eb3-4dbd-8adb-661ecb6eccd7?config=eyJvZmZzZXQiOjgsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://gogo.mn	690	134	2025-10-10T07:19:17+00:00	2025-11-19T04:27:52+00:00	2025-10-10	2025-11-19	11	75	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760080654_155_b1382d91.png	iframe	1	8	iframe,large,ad_host/path,ad_word,wide_ratio	605d399a27522e55
caak.mn	golomtbank	caak.mn:27de3c31e9c12b6f	d80766f807b2d46d	https://graph.caak.mn/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3hFQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e11378bd567468b48585649a5262a9ca87dcba0b/1900%20300%20caak,%20caaknews.png	https://golomtbank.com/news/48459	1680	265	2025-10-10T07:22:04+00:00	2025-11-18T03:11:33+00:00	2025-10-10	2025-11-18	19	42	C:\Scraper\banner_screenshots\2025-10-10\caak_1760080740_0_2ff69028.png	onpage	1	3	large,external_click	27de3c31e9c12b6f
caak.mn	khanbank	caak.mn:0e841d05e5671e2a	85a57047cf38477a	https://graph.caak.mn/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBelJiQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--359458763e484d9494057d01d3c8edd16cd25919/khanbank%20a2-10..jpg	https://www.khanbank.com/personal/news/intelligence/7719/	422	520	2025-10-10T07:22:04+00:00	2025-10-23T04:18:03+00:00	2025-10-10	2025-10-23	9	33	C:\Scraper\banner_screenshots\2025-10-10\caak_1760080773_1_f46916e8.png	onpage	1	3	large,external_click	0e841d05e5671e2a
gogo.mn	gogo	gogo.mn:7a185efd0e106ac4	91666e1f6e6e6460	https://edge.boost.mn/67e3d390bbe407d318e482f1/creative_converted/53d875ae-f203-4559-b5e2-80c8f62f3a75/68e8b3a21ab3b74ec942173b_compressed.webp	https://gogo.mn	1100	483	2025-10-10T07:30:04+00:00	2025-10-13T08:30:47+00:00	2025-10-10	2025-10-13	2	9	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760081327_26_740be652.png	onpage	1	4	large,ad_host/path	7a185efd0e106ac4
ikon.mn		ikon.mn:5267c798a79a6be2	95623867677c9899	https://content.ikon.mn/raw/2025/10/9/18289/1.1_Pop-up_976x350.jpg	https://www.facebook.com/gnextmongolia	976	349	2025-10-10T07:45:54+00:00	2025-10-10T07:56:14+00:00	2025-10-10	2025-10-10	1	2	C:\Scraper\banner_screenshots\2025-10-10\ikon_1760082316_1_3db16f02.png	classes=popupbanner tag=div	1	4	banner_note,large,external_click	5267c798a79a6be2
news.mn	mn	news.mn:0245adb550057182	b5e53a5a439b25e0	https://news.mn/wp-content/uploads/2025/10/dyson-bpo3-banner-1-1-250x156.jpg	https://news.mn/r/2827758/	249	155	2025-10-10T08:36:58+00:00	2025-10-10T10:16:55+00:00	2025-10-10	2025-10-10	1	9	C:\Scraper\banner_screenshots\2025-10-10\news_1760085318_18_0b213f87.png	onpage	1	5	large,ad_host/path,ad_word	0245adb550057182
lemonpress.mn	exchange	lemonpress.mn:c7d352af7d8bb41f	8000000000000000	https://exchange.boost.mn/ad/web/fdfc95aa-90ae-4871-a1b1-0428fdd37f0e	https://exchange.boost.mn/ad/web/fdfc95aa-90ae-4871-a1b1-0428fdd37f0e	1180	134	2025-10-10T09:18:10+00:00	2025-11-19T04:26:58+00:00	2025-10-10	2025-11-19	20	55	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760087886_0_f3725195.png	iframe	1	9	iframe,large,ad_host/path,external_click,ad_word	c7d352af7d8bb41f
lemonpress.mn	exchange	lemonpress.mn:b488c52d5b129fce	d66939c63b72cc12	https://exchange.boost.mn/ad/web/0b4c7ee7-ef27-4cef-b10a-79eb0f307153	https://exchange.boost.mn/ad/web/0b4c7ee7-ef27-4cef-b10a-79eb0f307153	380	134	2025-10-10T09:18:10+00:00	2025-11-19T04:26:58+00:00	2025-10-10	2025-11-19	20	48	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760087886_1_11f86d75.png	iframe	1	9	iframe,large,ad_host/path,external_click,ad_word	b488c52d5b129fce
lemonpress.mn	exchange	lemonpress.mn:81057ff09b71cdb1	c8bf4c441e1cdd0f	https://exchange.boost.mn/ad/web/ab348d23-3f49-4894-a4d5-d3f741b8e361	https://exchange.boost.mn/ad/web/ab348d23-3f49-4894-a4d5-d3f741b8e361	380	264	2025-10-10T09:18:10+00:00	2025-11-19T04:26:58+00:00	2025-10-10	2025-11-19	20	48	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760087886_3_f6335426.png	iframe	1	9	iframe,large,ad_host/path,external_click,ad_word	81057ff09b71cdb1
lemonpress.mn	exchange	lemonpress.mn:60ac218e56bd1751	988f4dd05f9c2c63	https://exchange.boost.mn/ad/web/625702c6-8bde-4f7f-b3c3-5fc92c5f5f99	https://exchange.boost.mn/ad/web/625702c6-8bde-4f7f-b3c3-5fc92c5f5f99	380	499	2025-10-10T09:18:10+00:00	2025-11-19T04:26:59+00:00	2025-10-10	2025-11-19	20	48	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760087886_4_50b5be95.png	iframe	1	9	iframe,large,ad_host/path,external_click,ad_word	60ac218e56bd1751
gogo.mn	gogo	gogo.mn:92abef522e0721ce	d2703a9b6b1e306b	https://exchange.boost.mn/ad/web/b2e2476b-0ff2-43df-8a08-38ba92630379?config=eyJvZmZzZXQiOjMsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://gogo.mn	340	310	2025-10-10T09:47:42+00:00	2025-10-27T06:10:34+00:00	2025-10-10	2025-10-27	4	8	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760089590_259_27bdb04b.png	iframe	1	7	iframe,large,ad_host/path,ad_word	92abef522e0721ce
lemonpress.mn	exchange	lemonpress.mn:737c01ab6dd71a69	d0a04e0ddbe8b19f	https://exchange.boost.mn/ad/web/0538cc0c-08dd-4b5e-8d1c-632ef1c3355d	https://exchange.boost.mn/ad/web/0538cc0c-08dd-4b5e-8d1c-632ef1c3355d	780	125	2025-10-10T09:47:52+00:00	2025-11-19T04:26:58+00:00	2025-10-10	2025-11-19	20	41	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760089668_2_a8f35df3.png	iframe	1	9	iframe,large,ad_host/path,external_click,ad_word	737c01ab6dd71a69
bolor-toli.com	banner	bolor-toli.com:cd4b0b0e81a61fce	fdbd0202d34b0d37	https://banner.bolor.net/files/37/175928855113.jpg	https://banner.bolor.net/pub/jump?t=472fbe2449e91fb37c63355df8e357c2	1600	579	2025-10-10T10:07:39+00:00	2025-10-20T10:16:46+00:00	2025-10-10	2025-10-20	6	15	C:\Scraper\banner_screenshots\2025-10-10\bolortoli_1760090828_0_9ca83f2f.png	onpage	1	6	large,ad_host/path,external_click	cd4b0b0e81a61fce
bolor-toli.com	banner	bolor-toli.com:de436a94e0a1a200	bce093e49a986ce3	https://banner.bolor.net/files/37/175980747313.png	https://banner.bolor.net/pub/jump?t=a6285c5d1e1d47e519dc9bde294ce12b	1600	579	2025-10-10T10:07:39+00:00	2025-11-06T03:33:23+00:00	2025-10-10	2025-11-06	11	31	C:\Scraper\banner_screenshots\2025-10-10\bolortoli_1760090836_0_1837003e.png	onpage	1	6	large,ad_host/path,external_click	de436a94e0a1a200
bolor-toli.com	bolor	bolor-toli.com:e3422ad7b37048c5	d8279865b673329a	https://banner.bolor.net/files/37/176027585813.png	https://banner.bolor.net/pub/jump?t=deb76b39de55a70335c1cd582136748c	1600	579	2025-10-13T00:06:54+00:00	2025-10-23T04:14:52+00:00	2025-10-13	2025-10-23	7	15	C:\Scraper\banner_screenshots\2025-10-13\bolortoli_1760314005_0_36ff83dc.png	onpage	1	6	large,ad_host/path,external_click	e3422ad7b37048c5
ikon.mn	zangia	ikon.mn:c992908c21fb05c5	c43b4b37244d3b4b	https://content.ikon.mn/raw/2025/10/7/18272/IMG_2801.jpeg	https://www.zangia.mn/	1280	720	2025-10-13T03:39:57+00:00	2025-10-15T11:12:48+00:00	2025-10-13	2025-10-15	3	6	C:\Scraper\banner_screenshots\2025-10-13\ikon_1760326755_1_146d200e.png	from_ad_page:https://ikon.mn/ad/IKONMN_B1?1760326159	1	4	banner_note,large,external_click	c992908c21fb05c5
news.mn	news	news.mn:2ff43cad1a560ec4	b54a3642c8dd3735	https://news.mn/wp-content/uploads/2025/10/News.mn-banner--scaled.jpg	https://news.mn/#	970	142	2025-10-13T03:40:38+00:00	2025-10-27T06:08:49+00:00	2025-10-13	2025-10-27	9	22	C:\Scraper\banner_screenshots\2025-10-13\news_1760326750_5_3d36b27e.png	video_poster	1	7	large,std_size,ad_host/path,ad_word	2ff43cad1a560ec4
ikon.mn	zangia	ikon.mn:977cae25a73009aa	d0506ebf70e00f1f	https://content.ikon.mn/raw/2025/9/30/18261/560_400__2_.png	https://www.zangia.mn/	1280	720	2025-10-13T04:01:21+00:00	2025-10-27T02:25:15+00:00	2025-10-13	2025-10-27	7	12	C:\Scraper\banner_screenshots\2025-10-13\ikon_1760328045_1_142570a2.png	from_ad_page:https://ikon.mn/ad/IKONMN_B1?1760327963	1	4	banner_note,large,external_click	977cae25a73009aa
ikon.mn	zangia	ikon.mn:6426697ffcc38b36	87b073ed70521c5e	https://content.ikon.mn/raw/2025/10/6/18271/IMG_2795.jpeg	https://www.zangia.mn/	1280	720	2025-10-13T04:01:22+00:00	2025-10-23T04:14:10+00:00	2025-10-13	2025-10-23	7	14	C:\Scraper\banner_screenshots\2025-10-13\ikon_1760328055_2_b2132167.png	from_ad_page:https://ikon.mn/ad/IKONMN_B1?1760327963	1	4	banner_note,large,external_click	6426697ffcc38b36
ikon.mn	zero	ikon.mn:b1793c874cd78382	e7fd0ec2a5070707	https://content.ikon.mn/raw/2025/10/13/18295/ikon_1360.200.png	https://zero.mn/film/9344	1280	720	2025-10-13T08:29:54+00:00	2025-10-27T02:25:15+00:00	2025-10-13	2025-10-27	8	16	C:\UNITEL_Website\scraper\banner_screenshots\2025-10-13\ikon_1760344159_1_40750436.png	from_ad_page:https://ikon.mn/ad/IKONMN_A2?1760343706	1	4	banner_note,large,external_click	b1793c874cd78382
news.mn	news	news.mn:15ba23ff91679ac0	899d6f468c532c79	https://news.mn/wp-content/uploads/2025/10/News.mn-banner-1-1-250x156.jpg	https://news.mn/r/2828099/	249	155	2025-10-13T08:30:07+00:00	2025-10-13T08:30:07+00:00	2025-10-13	2025-10-13	1	1	C:\UNITEL_Website\scraper\banner_screenshots\2025-10-13\news_1760344153_10_40054faf.png	onpage	1	5	large,ad_host/path,ad_word	15ba23ff91679ac0
caak.mn	univision	caak.mn:5e287524e2493238	e86995d6ca6d441e	https://graph.caak.mn/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNnhkQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8b45fca71b3b8335e3a31eb643016f9f24a4c427/07.jpg	https://univision.mn/promotion/980	422	520	2025-10-14T02:43:14+00:00	2025-10-17T10:31:21+00:00	2025-10-14	2025-10-17	2	2	C:\UNITEL_Website\scraper\banner_screenshots\2025-10-14\caak_1760409633_1_4f5f05d1.png	onpage	1	3	large,external_click	5e287524e2493238
gogo.mn	gogo	gogo.mn:f04f3c7ccfafb1b3	89f76c34ce8f3124	https://edge.boost.mn/67e3d390bbe407d318e482f1/creative_converted/976d98c9-7e04-4d5a-a670-c993e6ed60a2/68c7c5c75354a679a0e142f5_compressed.webp	https://gogo.mn	1100	483	2025-10-15T11:13:45+00:00	2025-11-19T04:27:52+00:00	2025-10-15	2025-11-19	7	12	C:\UNITEL_Website\scraper\banner_screenshots\2025-10-15\gogo_1760526734_26_29dfac90.png	onpage	1	4	large,ad_host/path	f04f3c7ccfafb1b3
